::1 - - [31/Jan/2026:12:12:23 +0000] "GET /buscar-pedidos?setor=balcao&vendedor=b1&dataInicio=2026-01-31&dataFim=2026-01-31 HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) amiguinho-balcao/1.0.0 Chrome/140.0.7339.249 Electron/38.7.2 Safari/537.36"
::1 - - [31/Jan/2026:12:26:14 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26&vendedor=b2 HTTP/1.1" 200 81 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:26:21 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26&vendedor=b1 HTTP/1.1" 200 81 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:28:53 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26&vendedor=b1 HTTP/1.1" 200 81 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:29:31 +0000] "GET /total-vendas-periodo/balcao?dataInicio=2025-12-12&dataFim=2025-12-12&vendedor=b2 HTTP/1.1" 200 42 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:29:36 +0000] "GET /total-vendas-periodo/balcao?dataInicio=2025-12-12&dataFim=2025-12-12&vendedor=b1 HTTP/1.1" 200 45 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:47:32 +0000] "GET /total-por-forma-pagamento/delivery?dataInicio=2025-12-12&dataFim=2025-12-12 HTTP/1.1" 200 38 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:47:49 +0000] "GET /total-por-forma-pagamento/balcao?dataInicio=2025-12-12&dataFim=2025-12-12 HTTP/1.1" 200 70 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:58:06 +0000] "GET /total-por-forma-pagamento/balcao?dataInicio=2025-12-12&dataFim=2025-12-12&vendedor=b1 HTTP/1.1" 200 70 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:12:58:10 +0000] "GET /total-por-forma-pagamento/balcao?dataInicio=2025-12-12&dataFim=2025-12-12&vendedor=b2 HTTP/1.1" 200 38 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:01:59 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26&vendedor=b1 HTTP/1.1" 200 81 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:02:13 +0000] "GET /quantidade-pedidos/delivery?dataInicio=2025-12-26&dataFim=2025-12-26 HTTP/1.1" 200 2 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:02:21 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26 HTTP/1.1" 200 81 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:14:15 +0000] "GET /quantidade-pedidos/balcao?dataInicio=2025-12-26&dataFim=2025-12-26&vendedor=b1 HTTP/1.1" 200 41 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:14:46 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:19:47 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:21:10 +0000] "GET /ticket-medio/delivery HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:21:16 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:22:08 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:22:10 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:22:47 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:23:14 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:25:00 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:25:29 +0000] "GET /ticket-medio/balcao HTTP/1.1" 500 39 "-" "Apidog/1.0.0 (https://apidog.com)"
::1 - - [31/Jan/2026:13:26:41 +0000] "GET /quantidade-pedidos/balcao?vendedor=b1 HTTP/1.1" 500 26 "-" "Apidog/1.0.0 (https://apidog.com)"
